STATE,DISTRICT,DISTRICT_NS,CIRCUIT,TOTAL_FILINGS,CHAP_7,CHAP_11,CHAP_12,CHAP_13,TOTAL_BUSINESS_FILINGS,BCHAP_7,BCHAP_11,BCHAP_12,BCHAP_13,TOTAL_NON_BUSINESS_FILINGS,NBCHAP_7,NBCHAP_11,NB_CHAP13,QTR_ENDED,DATE,FISCAL_YEAR
GEORGIA,GEORGIA NORTHERN,GAN,ELEVENTH CIRCUIT,37839.0,19718.0,318.0,3,17800.0,1499.0,975.0,291.0,3,230.0,36340.0,18743.0,27,17570.0,09/30/08,2008-09-30,2008.0
GEORGIA,GEORGIA MIDDLE,GAM,ELEVENTH CIRCUIT,10707.0,3920.0,41.0,13,6733.0,274.0,173.0,40.0,13,48.0,10433.0,3747.0,1,6685.0,09/30/08,2008-09-30,2008.0
GEORGIA,GEORGIA SOUTHERN,GAS,ELEVENTH CIRCUIT,9312.0,1923.0,39.0,3,7347.0,145.0,79.0,38.0,3,25.0,9167.0,1844.0,1,7322.0,09/30/08,2008-09-30,2008.0
DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,DC,DC CIRCUIT,1095.0,698.0,43.0,0,354.0,84.0,39.0,39.0,0,6.0,1011.0,659.0,4,348.0,09/30/09,2009-09-30,2009.0
MAINE,MAINE,ME,FIRST CIRCUIT,3761.0,3117.0,54.0,5,585.0,237.0,159.0,51.0,5,22.0,3524.0,2958.0,3,563.0,09/30/09,2009-09-30,2009.0
MASSACHUSETTS,MASSACHUSETTS,MA,FIRST CIRCUIT,19805.0,16049.0,228.0,5,3522.0,694.0,474.0,196.0,5,18.0,19111.0,15575.0,32,3504.0,09/30/09,2009-09-30,2009.0
NEW HAMPSHIRE,NEW HAMPSHIRE,NH,FIRST CIRCUIT,4976.0,4e3,57.0,2,917.0,523.0,377.0,52.0,2,92.0,4453.0,3623.0,5,825.0,09/30/09,2009-09-30,2009.0
RHODE ISLAND,RHODE ISLAND,RI,FIRST CIRCUIT,5096.0,4352.0,16.0,1,727.0,172.0,145.0,16.0,1,10.0,4924.0,4207.0,0,717.0,09/30/09,2009-09-30,2009.0
PUERTO RICO,PUERTO RICO,PR,FIRST CIRCUIT,10922.0,2953.0,159.0,19,7791.0,390.0,136.0,137.0,19,98.0,10532.0,2817.0,22,7693.0,09/30/09,2009-09-30,2009.0
CONNECTICUT,CONNECTICUT,CT,SECOND CIRCUIT,9710.0,8360.0,134.0,3,1212.0,450.0,310.0,117.0,3,19.0,9260.0,8050.0,17,1193.0,09/30/09,2009-09-30,2009.0
NEW YORK,NEW YORK NORTHERN,NYN,SECOND CIRCUIT,12185.0,9156.0,58.0,19,2952.0,335.0,197.0,56.0,19,63.0,11850.0,8959.0,2,2889.0,09/30/09,2009-09-30,2009.0
NEW YORK,NEW YORK EASTERN,NYE,SECOND CIRCUIT,20508.0,16790.0,247.0,0,3469.0,650.0,411.0,214.0,0,23.0,19858.0,16379.0,33,3446.0,09/30/09,2009-09-30,2009.0
NEW YORK,NEW YORK SOUTHERN,NYS,SECOND CIRCUIT,13252.0,9753.0,1644.0,0,1819.0,2121.0,445.0,1612.0,0,28.0,11131.0,9308.0,32,1791.0,09/30/09,2009-09-30,2009.0
NEW YORK,NEW YORK WESTERN,NYW,SECOND CIRCUIT,9457.0,6844.0,64.0,4,2545.0,326.0,210.0,62.0,4,50.0,9131.0,6634.0,2,2495.0,09/30/09,2009-09-30,2009.0
VERMONT,VERMONT,VT,SECOND CIRCUIT,1527.0,1176.0,2.0,2,347.0,58.0,45.0,2.0,2,9.0,1469.0,1131.0,0,338.0,09/30/09,2009-09-30,2009.0
DELAWARE,DELAWARE,DE,THIRD CIRCUIT,4592.0,2086.0,1662.0,4,815.0,1854.0,159.0,1661.0,4,5.0,2738.0,1927.0,1,810.0,09/30/09,2009-09-30,2009.0
NEW JERSEY,NEW JERSEY,NJ,THIRD CIRCUIT,34070.0,25420.0,413.0,3,8219.0,1502.0,1028.0,366.0,3,90.0,32568.0,24392.0,47,8129.0,09/30/09,2009-09-30,2009.0
PENNSYLVANIA,PENNSYLVANIA EASTERN,PAE,THIRD CIRCUIT,13019.0,8836.0,145.0,0,4038.0,531.0,333.0,136.0,0,62.0,12488.0,8503.0,9,3976.0,09/30/09,2009-09-30,2009.0
PENNSYLVANIA,PENNSYLVANIA MIDDLE,PAM,THIRD CIRCUIT,10158.0,7208.0,51.0,0,2897.0,312.0,200.0,48.0,0,63.0,9846.0,7008.0,3,2834.0,09/30/09,2009-09-30,2009.0
PENNSYLVANIA,PENNSYLVANIA WESTERN,PAW,THIRD CIRCUIT,13588.0,10317.0,180.0,7,3083.0,623.0,393.0,165.0,7,57.0,12965.0,9924.0,15,3026.0,09/30/09,2009-09-30,2009.0
VIRGIN ISLANDS,VIRGIN ISLANDS,VI,THIRD CIRCUIT,31.0,20.0,4.0,0,7.0,9.0,5.0,4.0,0,0.0,22.0,15.0,0,7.0,09/30/09,2009-09-30,2009.0
MARYLAND,MARYLAND,MD,FOURTH CIRCUIT,24179.0,17890.0,240.0,1,6048.0,874.0,653.0,174.0,1,46.0,23305.0,17237.0,66,6002.0,09/30/09,2009-09-30,2009.0
NORTH CAROLINA,NORTH CAROLINA EASTERN,NCE,FOURTH CIRCUIT,11326.0,4466.0,146.0,7,6707.0,521.0,329.0,135.0,7,50.0,10805.0,4137.0,11,6657.0,09/30/09,2009-09-30,2009.0
NORTH CAROLINA,NORTH CAROLINA MIDDLE,NCM,FOURTH CIRCUIT,7432.0,4138.0,31.0,0,3256.0,411.0,296.0,31.0,0,77.0,7021.0,3842.0,0,3179.0,09/30/09,2009-09-30,2009.0
NORTH CAROLINA,NORTH CAROLINA WESTERN,NCW,FOURTH CIRCUIT,8159.0,5507.0,81.0,4,2567.0,363.0,269.0,70.0,4,20.0,7796.0,5238.0,11,2547.0,09/30/09,2009-09-30,2009.0
SOUTH CAROLINA,SOUTH CAROLINA,SC,FOURTH CIRCUIT,9739.0,4600.0,105.0,4,5030.0,423.0,317.0,76.0,4,26.0,9316.0,4283.0,29,5004.0,09/30/09,2009-09-30,2009.0
VIRGINIA,VIRGINIA EASTERN,VAE,FOURTH CIRCUIT,26056.0,17406.0,251.0,1,8397.0,928.0,678.0,220.0,1,28.0,25128.0,16728.0,31,8369.0,09/30/09,2009-09-30,2009.0
VIRGINIA,VIRGINIA WESTERN,VAW,FOURTH CIRCUIT,9312.0,6425.0,38.0,1,2848.0,229.0,175.0,36.0,1,17.0,9083.0,6250.0,2,2831.0,09/30/09,2009-09-30,2009.0
WEST VIRGINIA,WEST VIRGINIA NORTHERN,WVN,FOURTH CIRCUIT,2863.0,2555.0,19.0,1,288.0,135.0,100.0,18.0,1,16.0,2728.0,2455.0,1,272.0,09/30/09,2009-09-30,2009.0
WEST VIRGINIA,WEST VIRGINIA SOUTHERN,WVS,FOURTH CIRCUIT,3489.0,3157.0,25.0,0,307.0,65.0,42.0,21.0,0,2.0,3424.0,3115.0,4,305.0,09/30/09,2009-09-30,2009.0
LOUISIANA,LOUISIANA EASTERN,LAE,FIFTH CIRCUIT,4337.0,2427.0,54.0,1,1855.0,265.0,202.0,50.0,1,12.0,4072.0,2225.0,4,1843.0,09/30/09,2009-09-30,2009.0
LOUISIANA,LOUISIANA MIDDLE,LAM,FIFTH CIRCUIT,2008.0,1127.0,20.0,1,860.0,87.0,59.0,20.0,1,7.0,1921.0,1068.0,0,853.0,09/30/09,2009-09-30,2009.0
LOUISIANA,LOUISIANA WESTERN,LAW,FIFTH CIRCUIT,11923.0,3137.0,71.0,9,8706.0,492.0,168.0,68.0,9,247.0,11431.0,2969.0,3,8459.0,09/30/09,2009-09-30,2009.0
MISSISSIPPI,MISSISSIPPI NORTHERN,MSN,FIFTH CIRCUIT,6959.0,3648.0,28.0,3,3280.0,211.0,145.0,27.0,3,36.0,6748.0,3503.0,1,3244.0,09/30/09,2009-09-30,2009.0
MISSISSIPPI,MISSISSIPPI SOUTHERN,MSS,FIFTH CIRCUIT,7495.0,4107.0,37.0,3,3347.0,229.0,178.0,35.0,3,12.0,7266.0,3929.0,2,3335.0,09/30/09,2009-09-30,2009.0
TEXAS,TEXAS NORTHERN,TXN,FIFTH CIRCUIT,19472.0,9302.0,437.0,8,9724.0,1628.0,1041.0,427.0,8,151.0,17844.0,8261.0,10,9573.0,09/30/09,2009-09-30,2009.0
TEXAS,TEXAS EASTERN,TXE,FIFTH CIRCUIT,7165.0,4e3,94.0,2,3069.0,591.0,456.0,88.0,2,45.0,6574.0,3544.0,6,3024.0,09/30/09,2009-09-30,2009.0
TEXAS,TEXAS SOUTHERN,TXS,FIFTH CIRCUIT,13060.0,6322.0,342.0,3,6392.0,1079.0,670.0,326.0,3,79.0,11981.0,5652.0,16,6313.0,09/30/09,2009-09-30,2009.0
TEXAS,TEXAS WESTERN,TXW,FIFTH CIRCUIT,13192.0,6994.0,311.0,1,5883.0,1050.0,623.0,300.0,1,123.0,12142.0,6371.0,11,5760.0,09/30/09,2009-09-30,2009.0
KENTUCKY,KENTUCKY EASTERN,KYE,SIXTH CIRCUIT,12249.0,9363.0,43.0,2,2841.0,305.0,245.0,39.0,2,19.0,11944.0,9118.0,4,2822.0,09/30/09,2009-09-30,2009.0
KENTUCKY,KENTUCKY WESTERN,KYW,SIXTH CIRCUIT,12474.0,9387.0,47.0,6,3034.0,290.0,215.0,46.0,6,23.0,12184.0,9172.0,1,3011.0,09/30/09,2009-09-30,2009.0
MICHIGAN,MICHIGAN EASTERN,MIE,SIXTH CIRCUIT,51286.0,41887.0,192.0,14,9193.0,1362.0,1091.0,179.0,14,78.0,49924.0,40796.0,13,9115.0,09/30/09,2009-09-30,2009.0
MICHIGAN,MICHIGAN WESTERN,MIW,SIXTH CIRCUIT,15719.0,13751.0,73.0,16,1879.0,648.0,538.0,65.0,16,29.0,15071.0,13213.0,8,1850.0,09/30/09,2009-09-30,2009.0
OHIO,OHIO NORTHERN,OHN,SIXTH CIRCUIT,37595.0,30839.0,116.0,2,6638.0,1074.0,866.0,112.0,2,94.0,36521.0,29973.0,4,6544.0,09/30/09,2009-09-30,2009.0
OHIO,OHIO SOUTHERN,OHS,SIXTH CIRCUIT,32020.0,22817.0,112.0,6,9085.0,989.0,758.0,108.0,6,117.0,31031.0,22059.0,4,8968.0,09/30/09,2009-09-30,2009.0
TENNESSEE,TENNESSEE EASTERN,TNE,SIXTH CIRCUIT,19149.0,11963.0,74.0,11,7101.0,426.0,323.0,64.0,11,28.0,18723.0,11640.0,10,7073.0,09/30/09,2009-09-30,2009.0
TENNESSEE,TENNESSEE MIDDLE,TNM,SIXTH CIRCUIT,14833.0,8633.0,226.0,6,5967.0,558.0,350.0,173.0,6,28.0,14275.0,8283.0,53,5939.0,09/30/09,2009-09-30,2009.0
TENNESSEE,TENNESSEE WESTERN,TNW,SIXTH CIRCUIT,20299.0,5973.0,77.0,2,14247.0,226.0,131.0,65.0,2,28.0,20073.0,5842.0,12,14219.0,09/30/09,2009-09-30,2009.0
ILLINOIS,ILLINOIS NORTHERN,ILN,SEVENTH CIRCUIT,52663.0,39563.0,351.0,1,12746.0,1821.0,1466.0,322.0,1,30.0,50842.0,38097.0,29,12716.0,09/30/09,2009-09-30,2009.0
ILLINOIS,ILLINOIS CENTRAL,ILC,SEVENTH CIRCUIT,10496.0,8248.0,29.0,8,2211.0,258.0,202.0,28.0,8,20.0,10238.0,8046.0,1,2191.0,09/30/09,2009-09-30,2009.0
ILLINOIS,ILLINOIS SOUTHERN,ILS,SEVENTH CIRCUIT,6536.0,3977.0,30.0,3,2525.0,215.0,138.0,30.0,3,43.0,6321.0,3839.0,0,2482.0,09/30/09,2009-09-30,2009.0
INDIANA,INDIANA NORTHERN,INN,SEVENTH CIRCUIT,18437.0,14546.0,62.0,1,3828.0,316.0,238.0,57.0,1,20.0,18121.0,14308.0,5,3808.0,09/30/09,2009-09-30,2009.0
INDIANA,INDIANA SOUTHERN,INS,SEVENTH CIRCUIT,28451.0,19721.0,101.0,6,8623.0,596.0,448.0,92.0,6,50.0,27855.0,19273.0,9,8573.0,09/30/09,2009-09-30,2009.0
WISCONSIN,WISCONSIN EASTERN,WIE,SEVENTH CIRCUIT,18025.0,13974.0,81.0,3,3962.0,514.0,365.0,80.0,3,61.0,17511.0,13609.0,1,3901.0,09/30/09,2009-09-30,2009.0
WISCONSIN,WISCONSIN WESTERN,WIW,SEVENTH CIRCUIT,8513.0,7422.0,46.0,19,1026.0,308.0,219.0,37.0,19,33.0,8205.0,7203.0,9,993.0,09/30/09,2009-09-30,2009.0
ARKANSAS,ARKANSAS EASTERN,ARE,EIGHTH CIRCUIT,9669.0,4840.0,93.0,8,4728.0,339.0,200.0,91.0,8,40.0,9330.0,4640.0,2,4688.0,09/30/09,2009-09-30,2009.0
ARKANSAS,ARKANSAS WESTERN,ARW,EIGHTH CIRCUIT,6554.0,3928.0,43.0,5,2578.0,307.0,222.0,37.0,5,43.0,6247.0,3706.0,6,2535.0,09/30/09,2009-09-30,2009.0
IOWA,IOWA NORTHERN,IAN,EIGHTH CIRCUIT,3697.0,3502.0,11.0,2,181.0,165.0,148.0,11.0,2,3.0,3532.0,3354.0,0,178.0,09/30/09,2009-09-30,2009.0
IOWA,IOWA SOUTHERN,IAS,EIGHTH CIRCUIT,6195.0,5588.0,13.0,1,593.0,235.0,216.0,13.0,1,5.0,5960.0,5372.0,0,588.0,09/30/09,2009-09-30,2009.0
MINNESOTA,MINNESOTA,MN,EIGHTH CIRCUIT,20490.0,17529.0,157.0,14,2790.0,901.0,705.0,152.0,14,30.0,19589.0,16824.0,5,2760.0,09/30/09,2009-09-30,2009.0
MISSOURI,MISSOURI EASTERN,MOE,EIGHTH CIRCUIT,15299.0,11201.0,27.0,3,4068.0,378.0,330.0,25.0,3,20.0,14921.0,10871.0,2,4048.0,09/30/09,2009-09-30,2009.0
MISSOURI,MISSOURI WESTERN,MOW,EIGHTH CIRCUIT,14726.0,11065.0,59.0,6,3596.0,421.0,325.0,55.0,6,35.0,14305.0,10740.0,4,3561.0,09/30/09,2009-09-30,2009.0
NEBRASKA,NEBRASKA,NE,EIGHTH CIRCUIT,7347.0,5276.0,37.0,25,2007.0,308.0,214.0,35.0,25,32.0,7039.0,5062.0,2,1975.0,09/30/09,2009-09-30,2009.0
NORTH DAKOTA,NORTH DAKOTA,ND,EIGHTH CIRCUIT,1590.0,1418.0,5.0,3,164.0,67.0,57.0,4.0,3,3.0,1523.0,1361.0,1,161.0,09/30/09,2009-09-30,2009.0
SOUTH DAKOTA,SOUTH DAKOTA,SD,EIGHTH CIRCUIT,1790.0,1594.0,13.0,1,182.0,113.0,83.0,13.0,1,16.0,1677.0,1511.0,0,166.0,09/30/09,2009-09-30,2009.0
ALASKA,ALASKA,AK,NINTH CIRCUIT,933.0,780.0,14.0,0,139.0,98.0,66.0,13.0,0,19.0,835.0,714.0,1,120.0,09/30/09,2009-09-30,2009.0
ARIZONA,ARIZONA,AZ,NINTH CIRCUIT,31017.0,25431.0,563.0,3,5020.0,1553.0,978.0,493.0,3,79.0,29464.0,24453.0,70,4941.0,09/30/09,2009-09-30,2009.0
CALIFORNIA,CALIFORNIA NORTHERN,CAN,NINTH CIRCUIT,30052.0,20169.0,348.0,11,9524.0,1573.0,1103.0,237.0,11,222.0,28479.0,19066.0,111,9302.0,09/30/09,2009-09-30,2009.0
CALIFORNIA,CALIFORNIA EASTERN,CAE,NINTH CIRCUIT,44023.0,36450.0,220.0,20,7333.0,1527.0,1154.0,187.0,20,166.0,42496.0,35296.0,33,7167.0,09/30/09,2009-09-30,2009.0
CALIFORNIA,CALIFORNIA CENTRAL,CAC,NINTH CIRCUIT,97481.0,75047.0,1017.0,6,21409.0,4725.0,3680.0,860.0,6,177.0,92756.0,71367.0,157,21232.0,09/30/09,2009-09-30,2009.0
CALIFORNIA,CALIFORNIA SOUTHERN,CAS,NINTH CIRCUIT,19282.0,16105.0,112.0,3,3059.0,675.0,558.0,86.0,3,25.0,18607.0,15547.0,26,3034.0,09/30/09,2009-09-30,2009.0
HAWAII,HAWAII,HI,NINTH CIRCUIT,2941.0,2356.0,23.0,1,560.0,117.0,83.0,23.0,1,9.0,2824.0,2273.0,0,551.0,09/30/09,2009-09-30,2009.0
IDAHO,IDAHO,ID,NINTH CIRCUIT,7203.0,6313.0,46.0,9,835.0,312.0,247.0,39.0,9,17.0,6891.0,6066.0,7,818.0,09/30/09,2009-09-30,2009.0
MONTANA,MONTANA,MT,NINTH CIRCUIT,2593.0,2195.0,23.0,6,369.0,126.0,87.0,21.0,6,12.0,2467.0,2108.0,2,357.0,09/30/09,2009-09-30,2009.0
NEVADA,NEVADA,NV,NINTH CIRCUIT,27560.0,19790.0,383.0,0,7386.0,881.0,535.0,318.0,0,27.0,26679.0,19255.0,65,7359.0,09/30/09,2009-09-30,2009.0
OREGON,OREGON,OR,NINTH CIRCUIT,17200.0,13310.0,72.0,5,3813.0,601.0,441.0,61.0,5,94.0,16599.0,12869.0,11,3719.0,09/30/09,2009-09-30,2009.0
WASHINGTON,WASHINGTON EASTERN,WAE,NINTH CIRCUIT,7070.0,5615.0,47.0,6,1402.0,258.0,183.0,45.0,6,24.0,6812.0,5432.0,2,1378.0,09/30/09,2009-09-30,2009.0
WASHINGTON,WASHINGTON WESTERN,WAW,NINTH CIRCUIT,22450.0,16932.0,169.0,7,5323.0,843.0,590.0,149.0,7,78.0,21607.0,16342.0,20,5245.0,09/30/09,2009-09-30,2009.0
GUAM,GUAM,GUAM,NINTH CIRCUIT,212.0,194.0,2.0,0,16.0,6.0,3.0,2.0,0,1.0,206.0,191.0,0,15.0,09/30/09,2009-09-30,2009.0
NORTHERN MARIANA ISLANDS,NORTHERN MARIANAS,NMI,NINTH CIRCUIT,11.0,10.0,0.0,0,1.0,0.0,0.0,0.0,0,0.0,11.0,10.0,0,1.0,09/30/09,2009-09-30,2009.0
COLORADO,COLORADO,CO,TENTH CIRCUIT,26608.0,22597.0,171.0,7,3833.0,1330.0,1105.0,165.0,7,53.0,25278.0,21492.0,6,3780.0,09/30/09,2009-09-30,2009.0
KANSAS,KANSAS,KS,TENTH CIRCUIT,10588.0,7434.0,75.0,15,3064.0,356.0,236.0,71.0,15,34.0,10232.0,7198.0,4,3030.0,09/30/09,2009-09-30,2009.0
NEW MEXICO,NEW MEXICO,NM,TENTH CIRCUIT,5765.0,5264.0,43.0,1,456.0,279.0,227.0,37.0,1,13.0,5486.0,5037.0,6,443.0,09/30/09,2009-09-30,2009.0
OKLAHOMA,OKLAHOMA NORTHERN,OKN,TENTH CIRCUIT,4020.0,3648.0,4.0,0,368.0,198.0,185.0,4.0,0,9.0,3822.0,3463.0,0,359.0,09/30/09,2009-09-30,2009.0
OKLAHOMA,OKLAHOMA EASTERN,OKE,TENTH CIRCUIT,2213.0,1955.0,5.0,0,253.0,76.0,69.0,5.0,0,2.0,2137.0,1886.0,0,251.0,09/30/09,2009-09-30,2009.0
OKLAHOMA,OKLAHOMA WESTERN,OKW,TENTH CIRCUIT,7372.0,5595.0,60.0,5,1712.0,314.0,238.0,55.0,5,16.0,7058.0,5357.0,5,1696.0,09/30/09,2009-09-30,2009.0
UTAH,UTAH,UT,TENTH CIRCUIT,13660.0,8757.0,92.0,3,4808.0,595.0,445.0,86.0,3,61.0,13065.0,8312.0,6,4747.0,09/30/09,2009-09-30,2009.0
WYOMING,WYOMING,WY,TENTH CIRCUIT,1249.0,1065.0,17.0,1,159.0,82.0,53.0,15.0,1,6.0,1167.0,1012.0,2,153.0,09/30/09,2009-09-30,2009.0
ALABAMA,ALABAMA NORTHERN,ALN,ELEVENTH CIRCUIT,20014.0,9588.0,102.0,2,10322.0,424.0,292.0,94.0,2,36.0,19590.0,9296.0,8,10286.0,09/30/09,2009-09-30,2009.0
ALABAMA,ALABAMA MIDDLE,ALM,ELEVENTH CIRCUIT,8444.0,2581.0,36.0,2,5825.0,198.0,135.0,34.0,2,27.0,8246.0,2446.0,2,5798.0,09/30/09,2009-09-30,2009.0
ALABAMA,ALABAMA SOUTHERN,ALS,ELEVENTH CIRCUIT,6256.0,1922.0,54.0,1,4279.0,118.0,56.0,46.0,1,15.0,6138.0,1866.0,8,4264.0,09/30/09,2009-09-30,2009.0
FLORIDA,FLORIDA NORTHERN,FLN,ELEVENTH CIRCUIT,5308.0,4558.0,28.0,7,715.0,323.0,282.0,25.0,7,9.0,4985.0,4276.0,3,706.0,09/30/09,2009-09-30,2009.0
FLORIDA,FLORIDA MIDDLE,FLM,ELEVENTH CIRCUIT,57956.0,42264.0,638.0,26,15027.0,2989.0,2212.0,564.0,26,186.0,54967.0,40052.0,74,14841.0,09/30/09,2009-09-30,2009.0
FLORIDA,FLORIDA SOUTHERN,FLS,ELEVENTH CIRCUIT,27683.0,20672.0,261.0,3,6744.0,1493.0,1157.0,244.0,3,86.0,26190.0,19515.0,17,6658.0,09/30/09,2009-09-30,2009.0
GEORGIA,GEORGIA NORTHERN,GAN,ELEVENTH CIRCUIT,49488.0,30263.0,396.0,2,18827.0,2337.0,1805.0,363.0,2,167.0,47151.0,28458.0,33,18660.0,09/30/09,2009-09-30,2009.0
GEORGIA,GEORGIA MIDDLE,GAM,ELEVENTH CIRCUIT,12681.0,5154.0,49.0,24,7454.0,422.0,282.0,47.0,24,69.0,12259.0,4872.0,2,7385.0,09/30/09,2009-09-30,2009.0
GEORGIA,GEORGIA SOUTHERN,GAS,ELEVENTH CIRCUIT,11463.0,2865.0,66.0,13,8519.0,300.0,178.0,61.0,13,48.0,11163.0,2687.0,5,8471.0,09/30/09,2009-09-30,2009.0
DISTRICT OF COLUMBIA,DISTRICT OF COLUMBIA,DC,DC CIRCUIT,1286.0,852.0,64.0,0,370.0,113.0,54.0,49.0,0,10.0,1173.0,798.0,15,360.0,09/30/10,2010-09-30,2010.0
MAINE,MAINE,ME,FIRST CIRCUIT,4149.0,3556.0,21.0,11,561.0,217.0,159.0,18.0,11,29.0,3932.0,3397.0,3,532.0,09/30/10,2010-09-30,2010.0
MASSACHUSETTS,MASSACHUSETTS,MA,FIRST CIRCUIT,23485.0,18096.0,249.0,6,5131.0,567.0,348.0,194.0,6,16.0,22918.0,17748.0,55,5115.0,09/30/10,2010-09-30,2010.0
NEW HAMPSHIRE,NEW HAMPSHIRE,NH,FIRST CIRCUIT,5671.0,4593.0,41.0,0,1037.0,601.0,474.0,33.0,0,94.0,5070.0,4119.0,8,943.0,09/30/10,2010-09-30,2010.0
RHODE ISLAND,RHODE ISLAND,RI,FIRST CIRCUIT,5365.0,4620.0,27.0,0,718.0,169.0,133.0,24.0,0,12.0,5196.0,4487.0,3,706.0,09/30/10,2010-09-30,2010.0
PUERTO RICO,PUERTO RICO,PR,FIRST CIRCUIT,12232.0,4085.0,170.0,15,7962.0,420.0,162.0,149.0,15,94.0,11812.0,3923.0,21,7868.0,09/30/10,2010-09-30,2010.0
CONNECTICUT,CONNECTICUT,CT,SECOND CIRCUIT,11554.0,10258.0,140.0,5,1151.0,475.0,332.0,114.0,5,24.0,11079.0,9926.0,26,1127.0,09/30/10,2010-09-30,2010.0
NEW YORK,NEW YORK NORTHERN,NYN,SECOND CIRCUIT,12130.0,9330.0,44.0,22,2734.0,297.0,175.0,42.0,22,58.0,11833.0,9155.0,2,2676.0,09/30/10,2010-09-30,2010.0
NEW YORK,NEW YORK EASTERN,NYE,SECOND CIRCUIT,22803.0,19260.0,290.0,0,3251.0,728.0,430.0,269.0,0,29.0,22075.0,18830.0,21,3222.0,09/30/10,2010-09-30,2010.0
NEW YORK,NEW YORK SOUTHERN,NYS,SECOND CIRCUIT,13772.0,10729.0,883.0,0,2133.0,1325.0,427.0,850.0,0,21.0,12447.0,10302.0,33,2112.0,09/30/10,2010-09-30,2010.0
NEW YORK,NEW YORK WESTERN,NYW,SECOND CIRCUIT,9236.0,6744.0,33.0,3,2455.0,266.0,198.0,32.0,3,32.0,8970.0,6546.0,1,2423.0,09/30/10,2010-09-30,2010.0
VERMONT,VERMONT,VT,SECOND CIRCUIT,1676.0,1320.0,9.0,3,344.0,63.0,43.0,8.0,3,9.0,1613.0,1277.0,1,335.0,09/30/10,2010-09-30,2010.0
DELAWARE,DELAWARE,DE,THIRD CIRCUIT,4459.0,2530.0,1029.0,2,875.0,1159.0,102.0,1028.0,2,4.0,3300.0,2428.0,1,871.0,09/30/10,2010-09-30,2010.0
NEW JERSEY,NEW JERSEY,NJ,THIRD CIRCUIT,40775.0,31335.0,378.0,6,9055.0,1482.0,1066.0,321.0,6,88.0,39293.0,30269.0,57,8967.0,09/30/10,2010-09-30,2010.0
PENNSYLVANIA,PENNSYLVANIA EASTERN,PAE,THIRD CIRCUIT,15094.0,10206.0,161.0,7,4708.0,579.0,339.0,153.0,7,68.0,14515.0,9867.0,8,4640.0,09/30/10,2010-09-30,2010.0
PENNSYLVANIA,PENNSYLVANIA MIDDLE,PAM,THIRD CIRCUIT,10789.0,7682.0,47.0,8,3051.0,329.0,208.0,44.0,8,69.0,10460.0,7474.0,3,2982.0,09/30/10,2010-09-30,2010.0
PENNSYLVANIA,PENNSYLVANIA WESTERN,PAW,THIRD CIRCUIT,13588.0,10255.0,184.0,11,3138.0,568.0,338.0,167.0,11,52.0,13020.0,9917.0,17,3086.0,09/30/10,2010-09-30,2010.0
VIRGIN ISLANDS,VIRGIN ISLANDS,VI,THIRD CIRCUIT,24.0,17.0,3.0,0,4.0,7.0,4.0,3.0,0,0.0,17.0,13.0,0,4.0,09/30/10,2010-09-30,2010.0
MARYLAND,MARYLAND,MD,FOURTH CIRCUIT,29938.0,21903.0,300.0,7,7728.0,879.0,598.0,220.0,7,54.0,29059.0,21305.0,80,7674.0,09/30/10,2010-09-30,2010.0
NORTH CAROLINA,NORTH CAROLINA EASTERN,NCE,FOURTH CIRCUIT,11176.0,4318.0,147.0,11,6700.0,504.0,307.0,130.0,11,56.0,10672.0,4011.0,17,6644.0,09/30/10,2010-09-30,2010.0
NORTH CAROLINA,NORTH CAROLINA MIDDLE,NCM,FOURTH CIRCUIT,7397.0,4018.0,33.0,0,3346.0,439.0,306.0,31.0,0,102.0,6958.0,3712.0,2,3244.0,09/30/10,2010-09-30,2010.0
NORTH CAROLINA,NORTH CAROLINA WESTERN,NCW,FOURTH CIRCUIT,8785.0,6466.0,120.0,3,2196.0,482.0,352.0,107.0,3,20.0,8303.0,6114.0,13,2176.0,09/30/10,2010-09-30,2010.0
SOUTH CAROLINA,SOUTH CAROLINA,SC,FOURTH CIRCUIT,9559.0,4787.0,95.0,1,4675.0,396.0,309.0,70.0,1,15.0,9163.0,4478.0,25,4660.0,09/30/10,2010-09-30,2010.0
VIRGINIA,VIRGINIA EASTERN,VAE,FOURTH CIRCUIT,28511.0,19136.0,268.0,2,9105.0,939.0,673.0,228.0,2,36.0,27572.0,18463.0,40,9069.0,09/30/10,2010-09-30,2010.0
VIRGINIA,VIRGINIA WESTERN,VAW,FOURTH CIRCUIT,9173.0,6468.0,36.0,5,2664.0,230.0,173.0,32.0,5,20.0,8943.0,6295.0,4,2644.0,09/30/10,2010-09-30,2010.0
WEST VIRGINIA,WEST VIRGINIA NORTHERN,WVN,FOURTH CIRCUIT,2909.0,2576.0,27.0,0,306.0,121.0,85.0,26.0,0,10.0,2788.0,2491.0,1,296.0,09/30/10,2010-09-30,2010.0
WEST VIRGINIA,WEST VIRGINIA SOUTHERN,WVS,FOURTH CIRCUIT,3580.0,3260.0,19.0,0,301.0,91.0,71.0,19.0,0,1.0,3489.0,3189.0,0,300.0,09/30/10,2010-09-30,2010.0
